struct_name,precision,bits,memory_requirements,population_time,cardinality_time,cardinality,cardinality_squared_error
HyperLogLog,13,1,1028,33329557,4580,9636,9744242966929
HyperLogLog,13,2,2052,36196261,3927,47264,9510741434601
HyperLogLog,13,3,3284,38115810,4085,754764,5647509849601
HyperLogLog,13,4,4100,35772420,4001,3169902,1496838721
HyperLogLog,13,5,5468,38326711,4063,3170298,1527637225
HyperLogLog,13,6,6560,38003338,4065,3170298,1527637225
HyperLogLog,14,1,2052,33701081,8938,19269,9684195459136
HyperLogLog,14,2,4100,35737840,7409,94536,9221407202329
HyperLogLog,14,3,6560,37888613,7663,1437807,2867623880836
HyperLogLog,14,4,8196,36038282,7805,3179313,2313610000
HyperLogLog,14,5,10928,37684116,7127,3179404,2322372481
HyperLogLog,14,6,13112,37954889,7588,3179404,2322372481
HyperLogLog,15,1,4100,33520639,16993,38541,9564620099584
HyperLogLog,15,2,8196,35650183,14534,189078,8656158358225
HyperLogLog,15,3,13112,38636274,15186,2285715,714866868004
HyperLogLog,15,4,16388,38750566,18751,3176067,2011881316
HyperLogLog,15,5,21852,43522408,14776,3176093,2014214400
HyperLogLog,15,6,26220,39447609,14911,3176093,2014214400
HyperLogLog,16,1,8196,34329335,34358,77087,9327685623876
HyperLogLog,16,2,16388,36892908,29790,378156,7579322845249
HyperLogLog,16,3,26220,40202713,29971,2836020,87138907249
HyperLogLog,16,4,32772,37750754,30450,3152231,441756324
HyperLogLog,16,5,43696,41479452,29065,3152237,442008576
HyperLogLog,16,6,52436,40857966,29937,3152237,442008576
HashSet,0,0,37748784,218149782,59,3131213,0
HyperLogLog,4,1,8,50687799,450,18,11892635044900
HyperLogLog,4,2,8,47964900,335,86,11892166044004
HyperLogLog,4,3,12,49438958,357,1378,11883256784100
HyperLogLog,4,4,12,41352452,607,352845,9583624722049
HyperLogLog,4,5,16,44433628,348,3141861,94081452529
HyperLogLog,4,6,20,41938230,271,3141861,94081452529
HyperLogLog,5,1,8,37092898,371,36,11892510896704
HyperLogLog,5,2,12,38899454,272,178,11891531528100
HyperLogLog,5,3,20,42669887,348,2854,11873082798756
HyperLogLog,5,4,20,41006121,274,730857,7386061788361
HyperLogLog,5,5,28,43767649,304,3371162,5994785476
HyperLogLog,5,6,32,43506270,404,3367370,6596363524
HyperLogLog,6,1,12,39073128,919,74,11892248808196
HyperLogLog,6,2,20,45907764,476,363,11890255650625
HyperLogLog,6,3,32,55737529,350,5808,11852734128400
HyperLogLog,6,4,36,53512711,497,1441823,4027105765225
HyperLogLog,6,5,48,60907036,407,3403332,2048105536
HyperLogLog,6,6,56,58823192,433,3403332,2048105536
HyperLogLog,7,1,20,50051972,791,149,11891731536721
HyperLogLog,7,2,36,53588623,407,732,11887710996736
HyperLogLog,7,3,56,57605744,729,11718,11812075396900
HyperLogLog,7,4,68,54408296,425,2461589,974167026001
HyperLogLog,7,5,92,60215504,532,3739578,84675180100
HyperLogLog,7,6,108,60023717,407,3739862,84840543076
HyperLogLog,8,1,36,51955138,799,300,11890690130944
HyperLogLog,8,2,68,52096229,587,1471,11882615611689
HyperLogLog,8,3,108,57959321,544,23536,11730981202704
HyperLogLog,8,4,132,52527957,597,3295894,23315457636
HyperLogLog,8,5,176,50016107,452,3793514,118973945476
HyperLogLog,8,6,212,43680902,766,3793514,118973945476
HyperLogLog,9,1,68,39008523,764,601,11888614352169
HyperLogLog,9,2,132,47836757,651,2948,11872435009600
HyperLogLog,9,3,212,50688737,1039,47171,11569637607889
HyperLogLog,9,4,260,46771496,665,3473533,622253025
HyperLogLog,9,5,348,56296337,713,3615229,27769222881
HyperLogLog,9,6,416,65359716,838,3615229,27769222881
HyperLogLog,10,1,132,53506716,1428,1204,11884456443456
HyperLogLog,10,2,260,55491972,1026,5902,11852086894596
HyperLogLog,10,3,416,59841849,1051,94442,11250295389316
HyperLogLog,10,4,516,54177892,996,3451016,5895184
HyperLogLog,10,5,688,57995493,902,3489492,1673137216
HyperLogLog,10,6,824,56324779,995,3489492,1673137216
HyperLogLog,11,1,260,49481065,1941,2408,11876156592400
HyperLogLog,11,2,516,51407815,1528,11811,11811436147729
HyperLogLog,11,3,824,110030250,1639,188984,10625018236816
HyperLogLog,11,4,1028,57010478,1690,3422066,703416484
HyperLogLog,11,5,1372,57149066,1539,3430666,321198084
HyperLogLog,11,6,1644,53614147,1524,3430666,321198084
HyperLogLog,12,1,516,49296489,3375,4815,11859572475529
HyperLogLog,12,2,1028,51056814,2672,23629,11730344151681
HyperLogLog,12,3,1644,55644677,2737,378069,9428086929361
HyperLogLog,12,4,2052,50757576,2736,3419778,830016100
HyperLogLog,12,5,2736,56060310,2708,3421969,708571161
HyperLogLog,12,6,3284,53244638,2613,3421969,708571161
HyperLogLog,13,1,1028,46393833,5666,9636,11826390858304
HyperLogLog,13,2,2052,49086657,4784,47264,11569004952976
HyperLogLog,13,3,3284,51899563,5013,755316,7253714065984
HyperLogLog,13,4,4100,49175827,4626,3431893,278723025
HyperLogLog,13,5,5468,52063222,5220,3432362,263283076
HyperLogLog,13,6,6560,51339098,5081,3432362,263283076
HyperLogLog,14,1,2052,45801065,10739,19269,11760228803761
HyperLogLog,14,2,4100,43518361,7633,94536,11249664818704
HyperLogLog,14,3,6560,43225457,7866,1450175,3993654518569
HyperLogLog,14,4,8196,41269863,8143,3398245,2534417649
HyperLogLog,14,5,10928,43547195,7674,3398350,2523856644
HyperLogLog,14,6,13112,44160143,7849,3398350,2523856644
HyperLogLog,15,1,4100,43030964,17448,38541,11628420542209
HyperLogLog,15,2,8196,46693081,19159,189078,10624405440100
HyperLogLog,15,3,13112,55726565,19205,2369072,1165354794256
HyperLogLog,15,4,16388,50984065,27084,3430253,336172225
HyperLogLog,15,5,21852,63406640,20818,3430280,335182864
HyperLogLog,15,6,26220,61438792,20767,3430280,335182864
HyperLogLog,16,1,8196,53508307,45568,77087,11367018993001
HyperLogLog,16,2,16388,57324720,39429,378162,9427515821476
HyperLogLog,16,3,26220,63285260,42088,3036328,169958307600
HyperLogLog,16,4,32772,60858889,42649,3434233,206066025
HyperLogLog,16,5,43696,64515900,40829,3434240,205865104
HyperLogLog,16,6,52436,60332026,36405,3434240,205865104
HashSet,0,0,37748784,307597795,59,3448588,0
HyperLogLog,4,1,8,41596997,514,18,7704732547600
HyperLogLog,4,2,8,43801985,387,86,7704355051584
HyperLogLog,4,3,12,44078972,352,1378,7697184384400
HyperLogLog,4,4,12,40405171,329,352845,5870507405569
HyperLogLog,4,5,16,43098652,401,2457919,101021629921
HyperLogLog,4,6,20,42435740,335,2457919,101021629921
HyperLogLog,5,1,8,38599380,634,36,7704632621284
HyperLogLog,5,2,12,38908818,390,178,7703844336400
HyperLogLog,5,3,20,41024539,376,2854,7688996593216
HyperLogLog,5,4,20,31049210,344,730857,4181620099801
HyperLogLog,5,5,28,33702651,689,2824143,2341108225
HyperLogLog,5,6,32,34488015,731,2826810,2606306704
HyperLogLog,6,1,12,32655792,661,74,7704421667856
HyperLogLog,6,2,20,39663440,431,363,7702817406025
HyperLogLog,6,3,32,45320407,485,5808,7672623002500
HyperLogLog,6,4,36,43585567,726,1379135,1950555804129
HyperLogLog,6,5,48,49312589,541,3003088,51678928900
HyperLogLog,6,6,56,45824118,552,3002718,51510841600
HyperLogLog,7,1,20,41689804,1566,149,7704005320881
HyperLogLog,7,2,36,42261717,430,732,7700769300676
HyperLogLog,7,3,56,45481216,471,11718,7639917121600
HyperLogLog,7,4,68,41477732,604,2109933,443322930625
HyperLogLog,7,5,92,45618561,400,2822939,2226046761
HyperLogLog,7,6,108,43626507,380,2822777,2210786361
HyperLogLog,8,1,36,37901837,1043,300,7703167109764
HyperLogLog,8,2,68,41410952,558,1471,7696668358369
HyperLogLog,8,3,108,41535171,581,23536,7574725937284
HyperLogLog,8,4,132,41127340,560,2668648,11472552100
HyperLogLog,8,5,176,40888434,445,2909908,17996222500
HyperLogLog,8,6,212,42396761,457,2909908,17996222500
HyperLogLog,9,1,68,37836557,837,601,7701496374649
HyperLogLog,9,2,132,39820249,742,2948,7688475296100
HyperLogLog,9,3,212,43258403,749,47171,7445187016569
HyperLogLog,9,4,260,42556170,806,2806577,949810761
HyperLogLog,9,5,348,45810827,701,2877749,10402164081
HyperLogLog,9,6,416,42786186,713,2877749,10402164081
HyperLogLog,10,1,132,37574606,1454,1204,7698149898916
HyperLogLog,10,2,260,41434212,1013,5902,7672102260736
HyperLogLog,10,3,416,43509373,958,94442,7189455491856
HyperLogLog,10,4,516,39969676,941,2708115,4575575449
HyperLogLog,10,5,688,41914381,829,2723921,2687074569
HyperLogLog,10,6,824,40187769,988,2723920,2687178244
HyperLogLog,11,1,260,35468990,1782,2408,7691470222500
HyperLogLog,11,2,516,34461825,1552,11811,7639403018809
HyperLogLog,11,3,824,39866931,1455,188984,6691399727076
HyperLogLog,11,4,1028,34958930,1486,2717418,3403555600
HyperLogLog,11,5,1372,42508785,1590,2721602,2932872336
HyperLogLog,11,6,1644,44401707,1753,2721602,2932872336
HyperLogLog,12,1,516,42073987,3506,4815,7678125109249
HyperLogLog,12,2,1028,44246073,2860,23629,7574214032641
HyperLogLog,12,3,1644,42248633,2888,378069,5748912540721
HyperLogLog,12,4,2052,39519517,2699,2707552,4652058436
HyperLogLog,12,5,2736,43266818,2715,2708641,4504691689
HyperLogLog,12,6,3284,42469657,2873,2708641,4504691689
HyperLogLog,13,1,1028,39165812,6332,9636,7651430918884
HyperLogLog,13,2,2052,41587406,5481,47264,7444679508036
HyperLogLog,13,3,3284,44246471,5338,751833,4096272405625
HyperLogLog,13,4,4100,42417024,5423,2756245,380757169
HyperLogLog,13,5,5468,46125600,5541,2756514,370331536
HyperLogLog,13,6,6560,46100797,5521,2756514,370331536
HyperLogLog,14,1,2052,42519221,12176,19269,7598231607121
HyperLogLog,14,2,4100,47720288,10618,94536,7188951413284
HyperLogLog,14,3,6560,46200047,10720,1397825,1898699352489
HyperLogLog,14,4,8196,44203861,10932,2760750,225240064
HyperLogLog,14,5,10928,45502696,9976,2760823,223054225
HyperLogLog,14,6,13112,43853914,9580,2760823,223054225
HyperLogLog,15,1,4100,35901759,20979,38541,7492356905089
HyperLogLog,15,2,8196,34646387,15321,189078,6690913422400
HyperLogLog,15,3,13112,34241781,15500,2112146,440380886544
HyperLogLog,15,4,16388,32308211,15408,2756113,385926025
HyperLogLog,15,5,21852,33955370,15223,2756133,385140625
HyperLogLog,15,6,26220,35123722,17846,2756133,385140625
HyperLogLog,16,1,8196,36309578,41636,77087,7282825166241
HyperLogLog,16,2,16388,37480904,35220,378162,5748466579216
HyperLogLog,16,3,26220,41825669,35643,2542542,54389702656
HyperLogLog,16,4,32772,37986747,37852,2762704,170406916
HyperLogLog,16,5,43696,47630019,40638,2762707,170328601
HyperLogLog,16,6,52436,50516868,41317,2762708,170302500
HashSet,0,0,37748784,261249230,63,2775758,0
HyperLogLog,4,1,8,72255642,439,18,20129498801281
HyperLogLog,4,2,8,57678562,286,86,20128888629529
HyperLogLog,4,3,12,59585460,319,1378,20117297123361
HyperLogLog,4,4,12,55574885,609,352845,17088004807696
HyperLogLog,4,5,16,61257155,317,3361061,1266858300304
HyperLogLog,4,6,20,59505306,269,3345501,1302127467664
HyperLogLog,5,1,8,54077488,818,36,20129337284329
HyperLogLog,5,2,12,57526921,348,178,20128063117761
HyperLogLog,5,3,20,62810879,373,2854,20104058900025
HyperLogLog,5,4,20,56186747,348,730857,14105673085504
HyperLogLog,5,5,28,61143491,318,4169348,100654542121
HyperLogLog,5,6,32,60360352,240,4175163,96998610916
HyperLogLog,6,1,12,53475947,466,74,20128996306225
HyperLogLog,6,2,20,56963403,385,363,20126403172516
HyperLogLog,6,3,32,60464632,613,5808,20077577601601
HyperLogLog,6,4,36,56423041,357,1441823,9270721785796
HyperLogLog,6,5,48,61582651,331,4254463,53891765316
HyperLogLog,6,6,56,60183937,374,4254463,53891765316
HyperLogLog,7,1,20,53300545,829,149,20128323331600
HyperLogLog,7,2,36,55625563,345,732,20123092459129
HyperLogLog,7,3,56,59892161,296,11718,20024649461881
HyperLogLog,7,4,68,56430637,331,2526368,3842544778081
HyperLogLog,7,5,92,61882438,362,4056198,185253628921
HyperLogLog,7,6,108,59780301,329,4056198,185253628921
HyperLogLog,8,1,36,53829962,634,300,20126968443481
HyperLogLog,8,2,68,57101699,460,1471,20116462879044
HyperLogLog,8,3,108,62306589,462,23536,19919020603329
HyperLogLog,8,4,132,57456491,466,3603922,779136339969
HyperLogLog,8,5,176,59567440,395,4300434,34661130625
HyperLogLog,8,6,212,61124222,513,4300341,34695767824
HyperLogLog,9,1,68,53683770,976,601,20124267776064
HyperLogLog,9,2,132,65682921,770,2948,20103215962921
HyperLogLog,9,3,212,81618728,741,47171,19708609755844
HyperLogLog,9,4,260,78661612,781,4360289,15956742400
HyperLogLog,9,5,348,87915106,774,4641156,23884775209
HyperLogLog,9,6,416,86826062,1023,4641156,23884775209
HyperLogLog,10,1,132,75770245,1710,1204,20118858014025
HyperLogLog,10,2,260,79098347,1325,5902,20076735219849
HyperLogLog,10,3,416,87118141,992,94442,19291130955889
HyperLogLog,10,4,516,74075909,1039,4433666,2802961249
HyperLogLog,10,5,688,83086299,1212,4510504,570971025
HyperLogLog,10,6,824,81705982,902,4510507,571114404
HyperLogLog,11,1,260,64577211,2094,2408,20108058608401
HyperLogLog,11,2,516,68676010,1512,11811,20023817140804
HyperLogLog,11,3,824,68548979,1613,188984,18469580640625
HyperLogLog,11,4,1028,58817472,1334,4455149,989731600
HyperLogLog,11,5,1372,61102715,1247,4473794,164224225
HyperLogLog,11,6,1644,60797913,1254,4473795,164198596
HyperLogLog,12,1,516,56569699,2587,4815,20086477458436
HyperLogLog,12,2,1028,56903068,2169,23629,19918190480400
HyperLogLog,12,3,1644,60832539,2185,378069,16880100931600
HyperLogLog,12,4,2052,57461672,2224,4417441,4784212224
HyperLogLog,12,5,2736,73005165,2742,4422402,4122538849
HyperLogLog,12,6,3284,80438425,2852,4422402,4122538849
HyperLogLog,13,1,1028,71248723,6124,9636,20043287242729
HyperLogLog,13,2,2052,74094538,5003,47264,19707784029025
HyperLogLog,13,3,3284,73990115,5194,756145,13916361655296
HyperLogLog,13,4,4100,73210812,4946,4453567,1091773764
HyperLogLog,13,5,5468,75867470,4759,4454770,1013721921
HyperLogLog,13,6,6560,67470284,4091,4454770,1013721921
HyperLogLog,14,1,2052,53676115,8994,19269,19957126675600
HyperLogLog,14,2,4100,56847400,7463,94536,19290305237329
HyperLogLog,14,3,6560,61118324,7916,1490918,8974164567481
HyperLogLog,14,4,8196,58178738,8049,4453151,1119437764
HyperLogLog,14,5,10928,61209988,7457,4453431,1100779684
HyperLogLog,14,6,13112,60084919,7579,4453431,1100779684
HyperLogLog,15,1,4100,53224499,17667,38541,19785308932624
HyperLogLog,15,2,8196,57441421,15162,189078,18468772695961
HyperLogLog,15,3,13112,60527957,15101,2630388,3445556400841
HyperLogLog,15,4,16388,57802078,15367,4435871,2574344644
HyperLogLog,15,5,21852,60736413,14774,4435935,2567854276
HyperLogLog,15,6,26220,60526192,14872,4435935,2567854276
HyperLogLog,16,1,8196,54376459,33760,77087,19443884268484
HyperLogLog,16,2,16388,57514165,29753,378162,16879336751809
HyperLogLog,16,3,26220,62792431,29848,3689084,636046125625
HyperLogLog,16,4,32772,59960403,30219,4465693,437479056
HyperLogLog,16,5,43696,64036384,29777,4465710,436768201
HyperLogLog,16,6,52436,64287409,29523,4465710,436768201
HashSet,0,0,75497520,588730188,62,4486609,0
HyperLogLog,4,1,8,100472704,500,18,30197970391824
HyperLogLog,4,2,8,96646562,383,86,30197223040000
HyperLogLog,4,3,12,97897059,359,1378,30183025112464
HyperLogLog,4,4,12,81477775,353,352845,26444699438481
HyperLogLog,4,5,16,83066509,241,5735144,57531860164
HyperLogLog,4,6,20,81261477,287,5735144,57531860164
HyperLogLog,5,1,8,73217441,635,36,30197772562500
HyperLogLog,5,2,12,80308527,352,178,30196211931664
HyperLogLog,5,3,20,105600376,398,2854,30166809274624
HyperLogLog,5,4,20,97632732,392,730857,22699783696041
HyperLogLog,5,5,28,104119387,352,6652427,1338975293881
HyperLogLog,5,6,32,104021226,426,6652427,1338975293881
HyperLogLog,6,1,12,99336709,606,74,30197354924944
HyperLogLog,6,2,20,103247363,604,363,30194178775929
HyperLogLog,6,3,32,111642869,584,5808,30134368712484
HyperLogLog,6,4,36,103824595,418,1464005,16251226500961
HyperLogLog,6,5,48,99390704,491,5300490,37945481616
HyperLogLog,6,6,56,82691859,407,5300490,37945481616
HyperLogLog,7,1,20,71625390,512,149,30196530648769
HyperLogLog,7,2,36,74767721,335,732,30190123658916
HyperLogLog,7,3,56,87175358,355,11718,30069518010624
HyperLogLog,7,4,68,78493610,372,2823587,7137975546601
HyperLogLog,7,5,92,83763829,379,5949288,206117816004
HyperLogLog,7,6,108,80070586,335,5949288,206117816004
HyperLogLog,8,1,36,71063167,577,300,30194871140196
HyperLogLog,8,2,68,75331976,456,1471,30182003254225
HyperLogLog,8,3,108,83432090,481,23536,29940048062500
HyperLogLog,8,4,132,74567543,460,4357284,1295048552004
HyperLogLog,8,5,176,80866027,669,5727135,53753958801
HyperLogLog,8,6,212,81725191,461,5727135,53753958801
HyperLogLog,9,1,68,82353345,916,601,30191563249225
HyperLogLog,9,2,132,102848539,612,2948,30165776706244
HyperLogLog,9,3,212,105912285,716,47171,29681957053225
HyperLogLog,9,4,260,101317037,740,5191343,92381347249
HyperLogLog,9,5,348,109100283,722,5680030,34130345536
HyperLogLog,9,6,416,108371551,688,5680030,34130345536
HyperLogLog,10,1,132,93802346,1327,1204,30184937022724
HyperLogLog,10,2,260,97832494,926,5902,30133336699456
HyperLogLog,10,3,416,106159449,1079,94442,29169115912336
HyperLogLog,10,4,516,100506913,1199,5410313,7220410729
HyperLogLog,10,5,688,115159306,983,5550135,3008412801
HyperLogLog,10,6,824,111020799,991,5550140,3008961316
HyperLogLog,11,1,260,93783413,2395,2408,30171708722884
HyperLogLog,11,2,516,104797793,1728,11811,30068498075625
HyperLogLog,11,3,824,109782334,1720,188984,28156840915204
HyperLogLog,11,4,1028,108208937,1705,5490552,22410756
HyperLogLog,11,5,1372,170273875,1590,5528295,1089594081
HyperLogLog,11,6,1644,130126641,1715,5528295,1089594081
HyperLogLog,12,1,516,97127676,3642,4815,30145271801841
HyperLogLog,12,2,1028,106278002,2930,23629,29939030325649
HyperLogLog,12,3,1644,108679183,2981,378069,26185909825089
HyperLogLog,12,4,2052,97259631,2906,5496110,678976
HyperLogLog,12,5,2736,102673265,2463,5505899,112635769
HyperLogLog,12,6,3284,101109283,2693,5505899,112635769
HyperLogLog,13,1,1028,88798186,5624,9636,30092355922500
HyperLogLog,13,2,2052,92147118,4777,47264,29680943712484
HyperLogLog,13,3,3284,98331654,5322,756238,22458575946304
HyperLogLog,13,4,4100,94948139,4969,5511390,259338816
HyperLogLog,13,5,5468,100368932,5012,5513551,333610225
HyperLogLog,13,6,6560,100365522,5034,5513551,333610225
HyperLogLog,14,1,2052,89020216,10816,19269,29986762184289
HyperLogLog,14,2,4100,93984146,9547,94536,29168100562500
HyperLogLog,14,3,6560,100500845,9528,1504404,15927139137924
HyperLogLog,14,4,8196,95585577,10370,5469509,664453729
HyperLogLog,14,5,10928,100208295,9194,5470033,637714009
HyperLogLog,14,6,13112,98399814,9180,5470033,637714009
HyperLogLog,15,1,4100,74602042,17435,38541,29776065995025
HyperLogLog,15,2,8196,80308428,18030,189078,28155843339264
HyperLogLog,15,3,13112,102640766,18737,2789057,7323675400441
HyperLogLog,15,4,16388,96900392,20166,5463651,1000773225
HyperLogLog,15,5,21852,101690694,46374,5463776,992880100
HyperLogLog,15,6,26220,101934095,18312,5463776,992880100
HyperLogLog,16,1,8196,88473474,41517,77087,29356880403601
HyperLogLog,16,2,16388,95620772,35837,378162,26184958031376
HyperLogLog,16,3,26220,105059588,37241,4208937,1654693749801
HyperLogLog,16,4,32772,106530282,46403,5488076,51984100
HyperLogLog,16,5,43696,120225261,39469,5488109,51509329
HyperLogLog,16,6,52436,116325198,38917,5488109,51509329
HashSet,0,0,75497520,792773434,67,5495286,0
HyperLogLog,4,1,8,68173669,432,18,19288539664384
HyperLogLog,4,2,8,59325292,282,86,19287942374416
HyperLogLog,4,3,12,58912240,341,1378,19276595622144
HyperLogLog,4,4,12,55679073,321,352845,16313884512025
HyperLogLog,4,5,16,60593082,318,4129304,68951407396
HyperLogLog,4,6,20,61012706,323,4105842,81823458304
HyperLogLog,5,1,8,60815055,520,36,19288381557316
HyperLogLog,5,2,12,65535123,364,178,19287134290944
HyperLogLog,5,3,20,62230699,373,2854,19263637009296
HyperLogLog,5,4,20,55638607,332,730857,13403162627089
HyperLogLog,5,5,28,60744569,332,5756908,1863274140324
HyperLogLog,5,6,32,61839256,275,5745858,1833229345024
HyperLogLog,6,1,12,53067485,564,74,19288047777856
HyperLogLog,6,2,20,55803575,387,363,19285509391729
HyperLogLog,6,3,32,59418569,391,5808,19237715310724
HyperLogLog,6,4,36,58707944,408,1464005,8572510573225
HyperLogLog,6,5,48,67718282,389,4864428,223292161444
HyperLogLog,6,6,56,65469196,377,4863456,222374492356
HyperLogLog,7,1,20,52007538,906,149,19287389011081
HyperLogLog,7,2,36,53640928,347,732,19282268580964
HyperLogLog,7,3,56,57370998,320,11718,19185906749584
